Phase 2: ShieldingExactTwin — NaI(Tl) Photopeak Master Dataset
Total runs: 996  |  Histories/run: 10,000,000  |  Materials: 33
Peak integration: ±2.0σ  |  NaI resolution: FWHM = 2.06×√E_keV keV
RelErr = 1/√N (relative Poisson uncertainty)
============================================================================================================================================
Energy(keV)     | Material               | Thickness(mm)  | I0           | I            | I/I0          | RelErr(I0)     | RelErr(I)     
1173            | W_25Wt                 | 8              | 3835531      | 3530202      | 0.920395      | 0.00051061     | 0.00053223    
1173            | W_25Wt                 | 10             | 3835531      | 3457950      | 0.901557      | 0.00051061     | 0.00053776    
1173            | W_30Wt                 | 2              | 3835531      | 3750992      | 0.977959      | 0.00051061     | 0.00051633    
1173            | W_30Wt                 | 4              | 3835531      | 3669453      | 0.956700      | 0.00051061     | 0.00052203    
1173            | W_30Wt                 | 6              | 3835531      | 3589986      | 0.935981      | 0.00051061     | 0.00052778    
1173            | W_30Wt                 | 8              | 3835531      | 3512634      | 0.915814      | 0.00051061     | 0.00053356    
1173            | W_30Wt                 | 10             | 3835531      | 3435722      | 0.895762      | 0.00051061     | 0.00053950    
1173            | BaSO4_5Wt              | 2              | 3835531      | 3771160      | 0.983217      | 0.00051061     | 0.00051495    
1173            | BaSO4_5Wt              | 4              | 3835531      | 3708500      | 0.966880      | 0.00051061     | 0.00051928    
1173            | BaSO4_5Wt              | 6              | 3835531      | 3647688      | 0.951026      | 0.00051061     | 0.00052359    
1173            | BaSO4_5Wt              | 8              | 3835531      | 3588215      | 0.935520      | 0.00051061     | 0.00052791    
1173            | BaSO4_5Wt              | 10             | 3835531      | 3529351      | 0.920173      | 0.00051061     | 0.00053230    
1173            | BaSO4_10Wt             | 2              | 3835531      | 3769355      | 0.982747      | 0.00051061     | 0.00051507    
1173            | BaSO4_10Wt             | 4              | 3835531      | 3704494      | 0.965836      | 0.00051061     | 0.00051956    
1173            | BaSO4_10Wt             | 6              | 3835531      | 3641868      | 0.949508      | 0.00051061     | 0.00052401    
1173            | BaSO4_10Wt             | 8              | 3835531      | 3580662      | 0.933551      | 0.00051061     | 0.00052847    
1173            | BaSO4_10Wt             | 10             | 3835531      | 3520105      | 0.917762      | 0.00051061     | 0.00053299    
1173            | BaSO4_15Wt             | 2              | 3835531      | 3767067      | 0.982150      | 0.00051061     | 0.00051523    
1173            | BaSO4_15Wt             | 4              | 3835531      | 3700311      | 0.964745      | 0.00051061     | 0.00051985    
1173            | BaSO4_15Wt             | 6              | 3835531      | 3635742      | 0.947911      | 0.00051061     | 0.00052445    
1173            | BaSO4_15Wt             | 8              | 3835531      | 3572205      | 0.931346      | 0.00051061     | 0.00052909    
1173            | BaSO4_15Wt             | 10             | 3835531      | 3509953      | 0.915115      | 0.00051061     | 0.00053376    
1173            | BaSO4_20Wt             | 2              | 3835531      | 3764615      | 0.981511      | 0.00051061     | 0.00051539    
1173            | BaSO4_20Wt             | 4              | 3835531      | 3695684      | 0.963539      | 0.00051061     | 0.00052018    
1173            | BaSO4_20Wt             | 6              | 3835531      | 3629125      | 0.946186      | 0.00051061     | 0.00052493    
1173            | BaSO4_20Wt             | 8              | 3835531      | 3563567      | 0.929094      | 0.00051061     | 0.00052973    
1173            | BaSO4_20Wt             | 10             | 3835531      | 3499018      | 0.912264      | 0.00051061     | 0.00053460    
1173            | BaSO4_25Wt             | 2              | 3835531      | 3761950      | 0.980816      | 0.00051061     | 0.00051558    
1173            | BaSO4_25Wt             | 4              | 3835531      | 3690747      | 0.962252      | 0.00051061     | 0.00052053    
1173            | BaSO4_25Wt             | 6              | 3835531      | 3622011      | 0.944331      | 0.00051061     | 0.00052544    
1173            | BaSO4_25Wt             | 8              | 3835531      | 3554112      | 0.926628      | 0.00051061     | 0.00053044    
1173            | BaSO4_25Wt             | 10             | 3835531      | 3486817      | 0.909083      | 0.00051061     | 0.00053553    
1173            | BaSO4_30Wt             | 2              | 3835531      | 3759011      | 0.980050      | 0.00051061     | 0.00051578    
1173            | BaSO4_30Wt             | 4              | 3835531      | 3685072      | 0.960772      | 0.00051061     | 0.00052093    
1173            | BaSO4_30Wt             | 6              | 3835531      | 3613790      | 0.942188      | 0.00051061     | 0.00052604    
1173            | BaSO4_30Wt             | 8              | 3835531      | 3543392      | 0.923833      | 0.00051061     | 0.00053124    
1173            | BaSO4_30Wt             | 10             | 3835531      | 3473974      | 0.905735      | 0.00051061     | 0.00053652    
1173            | Bi2O3_5Wt              | 2              | 3835531      | 3770811      | 0.983126      | 0.00051061     | 0.00051497    
1173            | Bi2O3_5Wt              | 4              | 3835531      | 3708031      | 0.966758      | 0.00051061     | 0.00051931    
1173            | Bi2O3_5Wt              | 6              | 3835531      | 3646426      | 0.950697      | 0.00051061     | 0.00052368    
1173            | Bi2O3_5Wt              | 8              | 3835531      | 3586078      | 0.934963      | 0.00051061     | 0.00052807    
1173            | Bi2O3_5Wt              | 10             | 3835531      | 3526980      | 0.919555      | 0.00051061     | 0.00053247    
1173            | Bi2O3_10Wt             | 2              | 3835531      | 3767929      | 0.982375      | 0.00051061     | 0.00051517    
1173            | Bi2O3_10Wt             | 4              | 3835531      | 3702236      | 0.965247      | 0.00051061     | 0.00051972    
1173            | Bi2O3_10Wt             | 6              | 3835531      | 3638050      | 0.948513      | 0.00051061     | 0.00052428    
1173            | Bi2O3_10Wt             | 8              | 3835531      | 3574706      | 0.931998      | 0.00051061     | 0.00052891    
1173            | Bi2O3_10Wt             | 10             | 3835531      | 3513192      | 0.915960      | 0.00051061     | 0.00053352    
1173            | Bi2O3_15Wt             | 2              | 3835531      | 3764704      | 0.981534      | 0.00051061     | 0.00051539    
1173            | Bi2O3_15Wt             | 4              | 3835531      | 3695612      | 0.963520      | 0.00051061     | 0.00052018    
1173            | Bi2O3_15Wt             | 6              | 3835531      | 3628796      | 0.946100      | 0.00051061     | 0.00052495    
1173            | Bi2O3_15Wt             | 8              | 3835531      | 3562580      | 0.928836      | 0.00051061     | 0.00052981    
1173            | Bi2O3_15Wt             | 10             | 3835531      | 3498005      | 0.912000      | 0.00051061     | 0.00053467    
1173            | Bi2O3_20Wt             | 2              | 3835531      | 3761265      | 0.980637      | 0.00051061     | 0.00051562    
1173            | Bi2O3_20Wt             | 4              | 3835531      | 3689064      | 0.961813      | 0.00051061     | 0.00052065    
1173            | Bi2O3_20Wt             | 6              | 3835531      | 3618599      | 0.943441      | 0.00051061     | 0.00052569    
1173            | Bi2O3_20Wt             | 8              | 3835531      | 3549174      | 0.925341      | 0.00051061     | 0.00053081    
1173            | Bi2O3_20Wt             | 10             | 3835531      | 3481344      | 0.907656      | 0.00051061     | 0.00053595    
1173            | Bi2O3_25Wt             | 2              | 3835531      | 3757267      | 0.979595      | 0.00051061     | 0.00051590    
1173            | Bi2O3_25Wt             | 4              | 3835531      | 3681361      | 0.959805      | 0.00051061     | 0.00052119    
1173            | Bi2O3_25Wt             | 6              | 3835531      | 3607233      | 0.940478      | 0.00051061     | 0.00052652    
1173            | Bi2O3_25Wt             | 8              | 3835531      | 3534906      | 0.921621      | 0.00051061     | 0.00053188    
1173            | Bi2O3_25Wt             | 10             | 3835531      | 3463300      | 0.902952      | 0.00051061     | 0.00053735    
1173            | Bi2O3_30Wt             | 2              | 3835531      | 3752869      | 0.978448      | 0.00051061     | 0.00051620    
1173            | Bi2O3_30Wt             | 4              | 3835531      | 3672816      | 0.957577      | 0.00051061     | 0.00052180    
1173            | Bi2O3_30Wt             | 6              | 3835531      | 3594418      | 0.937137      | 0.00051061     | 0.00052746    
1173            | Bi2O3_30Wt             | 8              | 3835531      | 3518068      | 0.917231      | 0.00051061     | 0.00053315    
1173            | Bi2O3_30Wt             | 10             | 3835531      | 3443126      | 0.897692      | 0.00051061     | 0.00053892    
1332            | PPS_0Wt                | 2              | 3487416      | 3432954      | 0.984383      | 0.00053549     | 0.00053972    
1332            | PPS_0Wt                | 4              | 3487416      | 3381309      | 0.969574      | 0.00053549     | 0.00054382    
1332            | PPS_0Wt                | 6              | 3487416      | 3331222      | 0.955212      | 0.00053549     | 0.00054790    
1332            | PPS_0Wt                | 8              | 3487416      | 3281612      | 0.940987      | 0.00053549     | 0.00055202    
1332            | PPS_0Wt                | 10             | 3487416      | 3232962      | 0.927037      | 0.00053549     | 0.00055616    
1332            | G4_Pb                  | 2              | 3487416      | 3085670      | 0.884801      | 0.00053549     | 0.00056928    
1332            | G4_Pb                  | 4              | 3487416      | 2729378      | 0.782636      | 0.00053549     | 0.00060530    
1332            | G4_Pb                  | 6              | 3487416      | 2414725      | 0.692411      | 0.00053549     | 0.00064353    
1332            | G4_Pb                  | 8              | 3487416      | 2137052      | 0.612790      | 0.00053549     | 0.00068406    
1332            | G4_Pb                  | 10             | 3487416      | 1890100      | 0.541977      | 0.00053549     | 0.00072737    
1332            | G4_W                   | 2              | 3487416      | 2856978      | 0.819225      | 0.00053549     | 0.00059163    
1332            | G4_W                   | 4              | 3487416      | 2342312      | 0.671647      | 0.00053549     | 0.00065340    
1332            | G4_W                   | 6              | 3487416      | 1920003      | 0.550552      | 0.00053549     | 0.00072169    
1332            | G4_W                   | 8              | 3487416      | 1574110      | 0.451369      | 0.00053549     | 0.00079704    
1332            | G4_W                   | 10             | 3487416      | 1290506      | 0.370046      | 0.00053549     | 0.00088028    
1332            | Ti3C2O2_5Wt            | 2              | 3487416      | 3432852      | 0.984354      | 0.00053549     | 0.00053972    
1332            | Ti3C2O2_5Wt            | 4              | 3487416      | 3379564      | 0.969074      | 0.00053549     | 0.00054396    
1332            | Ti3C2O2_5Wt            | 6              | 3487416      | 3327335      | 0.954098      | 0.00053549     | 0.00054822    
1332            | Ti3C2O2_5Wt            | 8              | 3487416      | 3276665      | 0.939568      | 0.00053549     | 0.00055244    
1332            | Ti3C2O2_5Wt            | 10             | 3487416      | 3226061      | 0.925058      | 0.00053549     | 0.00055675    
1332            | Ti3C2O2_10Wt           | 2              | 3487416      | 3431163      | 0.983870      | 0.00053549     | 0.00053986    
1332            | Ti3C2O2_10Wt           | 4              | 3487416      | 3375642      | 0.967949      | 0.00053549     | 0.00054428    
1332            | Ti3C2O2_10Wt           | 6              | 3487416      | 3321860      | 0.952528      | 0.00053549     | 0.00054867    
1332            | Ti3C2O2_10Wt           | 8              | 3487416      | 3268982      | 0.937365      | 0.00053549     | 0.00055309    
1332            | Ti3C2O2_10Wt           | 10             | 3487416      | 3217287      | 0.922542      | 0.00053549     | 0.00055751    
1332            | Ti3C2O2_15Wt           | 2              | 3487416      | 3428971      | 0.983241      | 0.00053549     | 0.00054003    
1332            | Ti3C2O2_15Wt           | 4              | 3487416      | 3371644      | 0.966803      | 0.00053549     | 0.00054460    
1332            | Ti3C2O2_15Wt           | 6              | 3487416      | 3315765      | 0.950780      | 0.00053549     | 0.00054917    
1332            | Ti3C2O2_15Wt           | 8              | 3487416      | 3260895      | 0.935046      | 0.00053549     | 0.00055377    
1332            | Ti3C2O2_15Wt           | 10             | 3487416      | 3207312      | 0.919682      | 0.00053549     | 0.00055838    
1332            | Ti3C2O2_20Wt           | 2              | 3487416      | 3426832      | 0.982628      | 0.00053549     | 0.00054020    
1332            | Ti3C2O2_20Wt           | 4              | 3487416      | 3367157      | 0.965516      | 0.00053549     | 0.00054496    
1332            | Ti3C2O2_20Wt           | 6              | 3487416      | 3309204      | 0.948899      | 0.00053549     | 0.00054972    
1332            | Ti3C2O2_20Wt           | 8              | 3487416      | 3252365      | 0.932600      | 0.00053549     | 0.00055450    
1332            | Ti3C2O2_20Wt           | 10             | 3487416      | 3196685      | 0.916634      | 0.00053549     | 0.00055931    
1332            | Ti3C2O2_25Wt           | 2              | 3487416      | 3424341      | 0.981914      | 0.00053549     | 0.00054040    
1332            | Ti3C2O2_25Wt           | 4              | 3487416      | 3362025      | 0.964045      | 0.00053549     | 0.00054538    
1332            | Ti3C2O2_25Wt           | 6              | 3487416      | 3302007      | 0.946835      | 0.00053549     | 0.00055031    
1332            | Ti3C2O2_25Wt           | 8              | 3487416      | 3242860      | 0.929875      | 0.00053549     | 0.00055531    
1332            | Ti3C2O2_25Wt           | 10             | 3487416      | 3185076      | 0.913305      | 0.00053549     | 0.00056033    
1332            | Ti3C2O2_30Wt           | 2              | 3487416      | 3421461      | 0.981088      | 0.00053549     | 0.00054062    
1332            | Ti3C2O2_30Wt           | 4              | 3487416      | 3356691      | 0.962515      | 0.00053549     | 0.00054581    
1332            | Ti3C2O2_30Wt           | 6              | 3487416      | 3294161      | 0.944585      | 0.00053549     | 0.00055097    
1332            | Ti3C2O2_30Wt           | 8              | 3487416      | 3232798      | 0.926989      | 0.00053549     | 0.00055617    
1332            | Ti3C2O2_30Wt           | 10             | 3487416      | 3172547      | 0.909713      | 0.00053549     | 0.00056143    
1332            | Pb_5Wt                 | 2              | 3487416      | 3432452      | 0.984239      | 0.00053549     | 0.00053976    
1332            | Pb_5Wt                 | 4              | 3487416      | 3378620      | 0.968803      | 0.00053549     | 0.00054404    
1332            | Pb_5Wt                 | 6              | 3487416      | 3325886      | 0.953682      | 0.00053549     | 0.00054834    
1332            | Pb_5Wt                 | 8              | 3487416      | 3274663      | 0.938994      | 0.00053549     | 0.00055261    
1332            | Pb_5Wt                 | 10             | 3487416      | 3223737      | 0.924391      | 0.00053549     | 0.00055696    
1332            | Pb_10Wt                | 2              | 3487416      | 3430092      | 0.983563      | 0.00053549     | 0.00053994    
1332            | Pb_10Wt                | 4              | 3487416      | 3373641      | 0.967376      | 0.00053549     | 0.00054444    
1332            | Pb_10Wt                | 6              | 3487416      | 3318557      | 0.951580      | 0.00053549     | 0.00054894    
1332            | Pb_10Wt                | 8              | 3487416      | 3264767      | 0.936156      | 0.00053549     | 0.00055344    
1332            | Pb_10Wt                | 10             | 3487416      | 3212264      | 0.921101      | 0.00053549     | 0.00055795    
1332            | Pb_15Wt                | 2              | 3487416      | 3427287      | 0.982758      | 0.00053549     | 0.00054016    
1332            | Pb_15Wt                | 4              | 3487416      | 3368133      | 0.965796      | 0.00053549     | 0.00054489    
1332            | Pb_15Wt                | 6              | 3487416      | 3310689      | 0.949324      | 0.00053549     | 0.00054959    
1332            | Pb_15Wt                | 8              | 3487416      | 3254210      | 0.933129      | 0.00053549     | 0.00055434    
1332            | Pb_15Wt                | 10             | 3487416      | 3199410      | 0.917416      | 0.00053549     | 0.00055907    
1332            | Pb_20Wt                | 2              | 3487416      | 3424332      | 0.981911      | 0.00053549     | 0.00054040    
1332            | Pb_20Wt                | 4              | 3487416      | 3362353      | 0.964139      | 0.00053549     | 0.00054535    
1332            | Pb_20Wt                | 6              | 3487416      | 3302079      | 0.946855      | 0.00053549     | 0.00055031    
1332            | Pb_20Wt                | 8              | 3487416      | 3242769      | 0.929849      | 0.00053549     | 0.00055532    
1332            | Pb_20Wt                | 10             | 3487416      | 3184924      | 0.913262      | 0.00053549     | 0.00056034    
1332            | Pb_25Wt                | 2              | 3487416      | 3421019      | 0.980961      | 0.00053549     | 0.00054066    
1332            | Pb_25Wt                | 4              | 3487416      | 3355490      | 0.962171      | 0.00053549     | 0.00054591    
1332            | Pb_25Wt                | 6              | 3487416      | 3292194      | 0.944021      | 0.00053549     | 0.00055113    
1332            | Pb_25Wt                | 8              | 3487416      | 3229673      | 0.926093      | 0.00053549     | 0.00055644    
1332            | Pb_25Wt                | 10             | 3487416      | 3168973      | 0.908688      | 0.00053549     | 0.00056175    
1332            | Pb_30Wt                | 2              | 3487416      | 3416876      | 0.979773      | 0.00053549     | 0.00054099    
1332            | Pb_30Wt                | 4              | 3487416      | 3348195      | 0.960079      | 0.00053549     | 0.00054651    
1332            | Pb_30Wt                | 6              | 3487416      | 3281270      | 0.940889      | 0.00053549     | 0.00055205    
1332            | Pb_30Wt                | 8              | 3487416      | 3215595      | 0.922057      | 0.00053549     | 0.00055766    
1332            | Pb_30Wt                | 10             | 3487416      | 3151036      | 0.903545      | 0.00053549     | 0.00056334    
1332            | W_5Wt                  | 2              | 3487416      | 3430780      | 0.983760      | 0.00053549     | 0.00053989    
1332            | W_5Wt                  | 4              | 3487416      | 3376729      | 0.968261      | 0.00053549     | 0.00054419    
1332            | W_5Wt                  | 6              | 3487416      | 3324600      | 0.953313      | 0.00053549     | 0.00054844    
1332            | W_5Wt                  | 8              | 3487416      | 3272578      | 0.938396      | 0.00053549     | 0.00055278    
1332            | W_5Wt                  | 10             | 3487416      | 3222386      | 0.924004      | 0.00053549     | 0.00055707    
1332            | W_10Wt                 | 2              | 3487416      | 3428202      | 0.983021      | 0.00053549     | 0.00054009    
1332            | W_10Wt                 | 4              | 3487416      | 3371752      | 0.966834      | 0.00053549     | 0.00054459    
1332            | W_10Wt                 | 6              | 3487416      | 3316754      | 0.951063      | 0.00053549     | 0.00054909    
1332            | W_10Wt                 | 8              | 3487416      | 3262870      | 0.935612      | 0.00053549     | 0.00055361    
1332            | W_10Wt                 | 10             | 3487416      | 3210310      | 0.920541      | 0.00053549     | 0.00055812    
1332            | W_15Wt                 | 2              | 3487416      | 3425139      | 0.982142      | 0.00053549     | 0.00054033    
1332            | W_15Wt                 | 4              | 3487416      | 3366129      | 0.965222      | 0.00053549     | 0.00054505    
1332            | W_15Wt                 | 6              | 3487416      | 3308354      | 0.948655      | 0.00053549     | 0.00054979    
1332            | W_15Wt                 | 8              | 3487416      | 3252407      | 0.932612      | 0.00053549     | 0.00055449    
1332            | W_15Wt                 | 10             | 3487416      | 3197258      | 0.916799      | 0.00053549     | 0.00055926    
1332            | W_20Wt                 | 2              | 3487416      | 3422327      | 0.981336      | 0.00053549     | 0.00054055    
1332            | W_20Wt                 | 4              | 3487416      | 3360067      | 0.963483      | 0.00053549     | 0.00054554    
1332            | W_20Wt                 | 6              | 3487416      | 3299564      | 0.946134      | 0.00053549     | 0.00055052    
1332            | W_20Wt                 | 8              | 3487416      | 3240632      | 0.929236      | 0.00053549     | 0.00055550    
1332            | W_20Wt                 | 10             | 3487416      | 3182675      | 0.912617      | 0.00053549     | 0.00056054    
1332            | W_25Wt                 | 2              | 3487416      | 3418576      | 0.980260      | 0.00053549     | 0.00054085    
1332            | W_25Wt                 | 4              | 3487416      | 3353268      | 0.961534      | 0.00053549     | 0.00054609    
1332            | W_25Wt                 | 6              | 3487416      | 3289703      | 0.943307      | 0.00053549     | 0.00055134    
1332            | W_25Wt                 | 8              | 3487416      | 3227390      | 0.925439      | 0.00053549     | 0.00055664    
1332            | W_25Wt                 | 10             | 3487416      | 3166061      | 0.907853      | 0.00053549     | 0.00056201    
1332            | W_30Wt                 | 2              | 3487416      | 3414733      | 0.979158      | 0.00053549     | 0.00054115    
1332            | W_30Wt                 | 4              | 3487416      | 3346074      | 0.959471      | 0.00053549     | 0.00054668    
1332            | W_30Wt                 | 6              | 3487416      | 3278553      | 0.940110      | 0.00053549     | 0.00055228    
1332            | W_30Wt                 | 8              | 3487416      | 3212773      | 0.921247      | 0.00053549     | 0.00055790    
1332            | W_30Wt                 | 10             | 3487416      | 3147446      | 0.902515      | 0.00053549     | 0.00056366    
1332            | BaSO4_5Wt              | 2              | 3487416      | 3431459      | 0.983955      | 0.00053549     | 0.00053983    
1332            | BaSO4_5Wt              | 4              | 3487416      | 3378181      | 0.968677      | 0.00053549     | 0.00054407    
1332            | BaSO4_5Wt              | 6              | 3487416      | 3326583      | 0.953882      | 0.00053549     | 0.00054828    
1332            | BaSO4_5Wt              | 8              | 3487416      | 3275334      | 0.939186      | 0.00053549     | 0.00055255    
1332            | BaSO4_5Wt              | 10             | 3487416      | 3225562      | 0.924915      | 0.00053549     | 0.00055680    
1332            | BaSO4_10Wt             | 2              | 3487416      | 3429608      | 0.983424      | 0.00053549     | 0.00053998    
1332            | BaSO4_10Wt             | 4              | 3487416      | 3374973      | 0.967758      | 0.00053549     | 0.00054433    
1332            | BaSO4_10Wt             | 6              | 3487416      | 3321539      | 0.952436      | 0.00053549     | 0.00054869    
1332            | BaSO4_10Wt             | 8              | 3487416      | 3268743      | 0.937297      | 0.00053549     | 0.00055311    
1332            | BaSO4_10Wt             | 10             | 3487416      | 3217866      | 0.922708      | 0.00053549     | 0.00055746    
1332            | BaSO4_15Wt             | 2              | 3487416      | 3427897      | 0.982933      | 0.00053549     | 0.00054011    
1332            | BaSO4_15Wt             | 4              | 3487416      | 3371234      | 0.966685      | 0.00053549     | 0.00054464    
1332            | BaSO4_15Wt             | 6              | 3487416      | 3315967      | 0.950838      | 0.00053549     | 0.00054915    
1332            | BaSO4_15Wt             | 8              | 3487416      | 3261859      | 0.935323      | 0.00053549     | 0.00055369    
1332            | BaSO4_15Wt             | 10             | 3487416      | 3208987      | 0.920162      | 0.00053549     | 0.00055823    
1332            | BaSO4_20Wt             | 2              | 3487416      | 3425623      | 0.982281      | 0.00053549     | 0.00054029    
1332            | BaSO4_20Wt             | 4              | 3487416      | 3367228      | 0.965537      | 0.00053549     | 0.00054496    
1332            | BaSO4_20Wt             | 6              | 3487416      | 3310134      | 0.949165      | 0.00053549     | 0.00054964    
1332            | BaSO4_20Wt             | 8              | 3487416      | 3254284      | 0.933151      | 0.00053549     | 0.00055433    
1332            | BaSO4_20Wt             | 10             | 3487416      | 3199752      | 0.917514      | 0.00053549     | 0.00055904    
1332            | BaSO4_25Wt             | 2              | 3487416      | 3423729      | 0.981738      | 0.00053549     | 0.00054044    
1332            | BaSO4_25Wt             | 4              | 3487416      | 3363118      | 0.964358      | 0.00053549     | 0.00054529    
1332            | BaSO4_25Wt             | 6              | 3487416      | 3303838      | 0.947360      | 0.00053549     | 0.00055016    
1332            | BaSO4_25Wt             | 8              | 3487416      | 3246188      | 0.930829      | 0.00053549     | 0.00055503    
1332            | BaSO4_25Wt             | 10             | 3487416      | 3189455      | 0.914561      | 0.00053549     | 0.00055994    
1332            | BaSO4_30Wt             | 2              | 3487416      | 3421276      | 0.981035      | 0.00053549     | 0.00054064    
1332            | BaSO4_30Wt             | 4              | 3487416      | 3358510      | 0.963037      | 0.00053549     | 0.00054567    
1332            | BaSO4_30Wt             | 6              | 3487416      | 3297319      | 0.945491      | 0.00053549     | 0.00055071    
1332            | BaSO4_30Wt             | 8              | 3487416      | 3237191      | 0.928249      | 0.00053549     | 0.00055580    
1332            | BaSO4_30Wt             | 10             | 3487416      | 3178342      | 0.911374      | 0.00053549     | 0.00056092    
1332            | Bi2O3_5Wt              | 2              | 3487416      | 3432509      | 0.984256      | 0.00053549     | 0.00053975    
1332            | Bi2O3_5Wt              | 4              | 3487416      | 3378652      | 0.968812      | 0.00053549     | 0.00054404    
1332            | Bi2O3_5Wt              | 6              | 3487416      | 3326060      | 0.953732      | 0.00053549     | 0.00054832    
1332            | Bi2O3_5Wt              | 8              | 3487416      | 3274933      | 0.939072      | 0.00053549     | 0.00055258    
1332            | Bi2O3_5Wt              | 10             | 3487416      | 3224000      | 0.924467      | 0.00053549     | 0.00055693    
1332            | Bi2O3_10Wt             | 2              | 3487416      | 3430294      | 0.983621      | 0.00053549     | 0.00053993    
1332            | Bi2O3_10Wt             | 4              | 3487416      | 3373867      | 0.967440      | 0.00053549     | 0.00054442    
1332            | Bi2O3_10Wt             | 6              | 3487416      | 3318973      | 0.951700      | 0.00053549     | 0.00054891    
1332            | Bi2O3_10Wt             | 8              | 3487416      | 3265353      | 0.936324      | 0.00053549     | 0.00055339    
1332            | Bi2O3_10Wt             | 10             | 3487416      | 3212751      | 0.921241      | 0.00053549     | 0.00055791    
1332            | Bi2O3_15Wt             | 2              | 3487416      | 3427552      | 0.982834      | 0.00053549     | 0.00054014    
1332            | Bi2O3_15Wt             | 4              | 3487416      | 3368672      | 0.965951      | 0.00053549     | 0.00054484    
1332            | Bi2O3_15Wt             | 6              | 3487416      | 3311371      | 0.949520      | 0.00053549     | 0.00054954    
1332            | Bi2O3_15Wt             | 8              | 3487416      | 3255220      | 0.933419      | 0.00053549     | 0.00055426    
1332            | Bi2O3_15Wt             | 10             | 3487416      | 3200349      | 0.917685      | 0.00053549     | 0.00055899    
1332            | Bi2O3_20Wt             | 2              | 3487416      | 3424719      | 0.982022      | 0.00053549     | 0.00054037    
1332            | Bi2O3_20Wt             | 4              | 3487416      | 3362941      | 0.964307      | 0.00053549     | 0.00054531    
1332            | Bi2O3_20Wt             | 6              | 3487416      | 3303117      | 0.947153      | 0.00053549     | 0.00055022    
1332            | Bi2O3_20Wt             | 8              | 3487416      | 3244147      | 0.930244      | 0.00053549     | 0.00055520    
1332            | Bi2O3_20Wt             | 10             | 3487416      | 3186679      | 0.913765      | 0.00053549     | 0.00056018    
1332            | Bi2O3_25Wt             | 2              | 3487416      | 3421446      | 0.981083      | 0.00053549     | 0.00054062    
1332            | Bi2O3_25Wt             | 4              | 3487416      | 3356423      | 0.962438      | 0.00053549     | 0.00054584    
1332            | Bi2O3_25Wt             | 6              | 3487416      | 3293493      | 0.944393      | 0.00053549     | 0.00055103    
1332            | Bi2O3_25Wt             | 8              | 3487416      | 3231668      | 0.926665      | 0.00053549     | 0.00055627    
1332            | Bi2O3_25Wt             | 10             | 3487416      | 3171353      | 0.909370      | 0.00053549     | 0.00056154    
1332            | Bi2O3_30Wt             | 2              | 3487416      | 3417634      | 0.979990      | 0.00053549     | 0.00054093    
1332            | Bi2O3_30Wt             | 4              | 3487416      | 3349472      | 0.960445      | 0.00053549     | 0.00054640    
1332            | Bi2O3_30Wt             | 6              | 3487416      | 3283345      | 0.941484      | 0.00053549     | 0.00055188    
1332            | Bi2O3_30Wt             | 8              | 3487416      | 3218119      | 0.922780      | 0.00053549     | 0.00055744    
1332            | Bi2O3_30Wt             | 10             | 3487416      | 3154270      | 0.904472      | 0.00053549     | 0.00056305    
